site id_number one_lon two_lon three_lon four_lon one_lat two_lat three_lat four_lat
north 40158 124.700459621041 124.70333690995 124.703214866044 124.706093277221 10.8742758018108 10.8764223173602 10.8707128420845 10.8728602361832
north 40159 124.70333690995 124.706213508811 124.706093277221 124.708971000291 10.8764223173602 10.8785696924644 10.8728602361832 10.875008490007
north 40460 124.69770547237 124.700581639178 124.700459621041 124.70333690995 10.8778373311732 10.8799829655946 10.8742758018108 10.8764223173602
north 40460 124.69770547237 124.700581639178 124.700459621041 124.70333690995 10.8778373311732 10.8799829655946 10.8742758018108 10.8764223173602
north 40461 124.700581639178 124.703457113837 124.70333690995 124.706213508811 10.8799829655946 10.8821294595989 10.8764223173602 10.8785696924644
north 40762 124.694952423625 124.697827468245 124.69770547237 124.700581639178 10.8813974303574 10.8835421808736 10.8778373311732 10.8799829655946
north 40763 124.697827468245 124.700701818453 124.700581639178 124.703457113837 10.8835421808736 10.8856877911993 10.8799829655946 10.8821294595989
north 40764 124.700701818453 124.703575474566 124.703457113837 124.706331896501 10.8856877911993 10.8878342630755 10.8821294595989 10.8842768148012
north 41064 124.692200478652 124.695074400744 124.694952423625 124.697827468245 10.8849560992352 10.8870999628692 10.8813974303574 10.8835421808736
north 41065 124.695074400744 124.697947625999 124.697827468245 124.700701818453 10.8870999628692 10.8892446867377 10.8835421808736 10.8856877911993
north 40764 124.700701818453 124.703575474566 124.703457113837 124.706331896501 10.8856877911993 10.8878342630755 10.8821294595989 10.8842768148012
north 40765 124.703575474566 124.706448437001 124.706331896501 124.709205987428 10.8878342630755 10.8899815981174 10.8842768148012 10.886425032691
north 41066 124.697947625999 124.700820154895 124.700701818453 124.703575474566 10.8892446867377 10.8913902727085 10.8856877911993 10.8878342630755
north 41067 124.700820154895 124.703691988012 124.703575474566 124.706448437001 10.8913902727085 10.8935367225239 10.8878342630755 10.8899815981174
north 41368 124.695194540073 124.69806594083 124.697947625999 124.700820154895 10.892800145369 10.8949448426539 10.8892446867377 10.8913902727085
north 41369 124.69806594083 124.700936643543 124.700820154895 124.703691988012 10.8949448426539 10.897090404663 10.8913902727085 10.8935367225239
north 41368 124.695194540073 124.69806594083 124.697947625999 124.700820154895 10.892800145369 10.8949448426539 10.8892446867377 10.8913902727085
north 41670 124.692442564531 124.69531283597 124.695194540073 124.69806594083 10.8963541659311 10.8984979715463 10.892800145369 10.8949448426539
north 41671 124.69531283597 124.698182406934 124.69806594083 124.700936643543 10.8984979715463 10.9006426429666 10.8949448426539 10.897090404663
north 41370 124.700936643543 124.703806649057 124.703691988012 124.706563126034 10.897090404663 10.8992368331395 10.8935367225239 10.8956840377995
north 41671 124.69531283597 124.698182406934 124.69806594083 124.700936643543 10.8984979715463 10.9006426429666 10.8949448426539 10.897090404663
north 41672 124.698182406934 124.701051278433 124.700936643543 124.703806649057 10.9006426429666 10.902788182064 10.897090404663 10.8992368331395
north 41673 124.701051278433 124.703919451581 124.703806649057 124.706675958323 10.902788182064 10.9049345905827 10.8992368331395 10.9013841296994
north 41974 124.695429281788 124.698297017502 124.698182406934 124.701051278433 10.904193435545 10.9063380824796 10.9006426429666 10.902788182064
north 41672 124.698182406934 124.701051278433 124.700936643543 124.703806649057 10.9006426429666 10.902788182064 10.897090404663 10.8992368331395
north 41673 124.701051278433 124.703919451581 124.703806649057 124.706675958323 10.902788182064 10.9049345905827 10.8992368331395 10.9013841296994
north 41974 124.695429281788 124.698297017502 124.698182406934 124.701051278433 10.904193435545 10.9063380824796 10.9006426429666 10.902788182064
north 41974 124.695429281788 124.698297017502 124.698182406934 124.701051278433 10.904193435545 10.9063380824796 10.9006426429666 10.902788182064
north 41975 124.698297017502 124.701164052597 124.701051278433 124.703919451581 10.9063380824796 10.9084836003776 10.902788182064 10.9049345905827
north 42276 124.69267727197 124.695543869867 124.695429281788 124.698297017502 10.9077427801858 10.9098865319683 10.904193435545 10.9063380824796
north 42277 124.695543869867 124.698409764712 124.698297017502 124.701164052597 10.9098865319683 10.9120311564616 10.9063380824796 10.9084836003776
north 42277 124.695543869867 124.698409764712 124.698297017502 124.701164052597 10.9098865319683 10.9120311564616 10.9063380824796 10.9084836003776
north 42578 124.689926381612 124.692791839398 124.69267727197 124.695543869867 10.9112906743525 10.9134335277862 10.9077427801858 10.9098865319683
north 42579 124.692791839398 124.695656591528 124.695543869867 124.698409764712 10.9134335277862 10.9155772558842 10.9098865319683 10.9120311564616
north 42880 124.687176615114 124.690040930228 124.689926381612 124.692791839398 10.9148371151833 10.9169790668619 10.9112906743525 10.9134335277862
north 42881 124.690040930228 124.692904536915 124.692791839398 124.695656591528 10.9169790668619 10.919121895366 10.9134335277862 10.9155772558842
north 43182 124.684427977146 124.687291146764 124.687176615114 124.690040930228 10.9183820994889 10.9205231457946 10.9148371151833 10.9169790668619
north 43183 124.687291146764 124.69015360501 124.690040930228 124.692904536915 10.9205231457946 10.9226650712954 10.9169790668619 10.919121895366
north 43184 124.69015360501 124.693015353942 124.692904536915 124.695767437061 10.9226650712954 10.9248078782631 10.919121895366 10.9212656028332
north 43485 124.684542493682 124.68740380022 124.687291146764 124.69015360501 10.9240657608517 10.9262067797276 10.9205231457946 10.9226650712954
north 43787 124.681794975935 124.684655127227 124.684542493682 124.68740380022 10.9276069079669 10.9297470163809 10.9240657608517 10.9262067797276
north 43788 124.684655127227 124.687514563138 124.68740380022 124.690264394498 10.9297470163809 10.9318880119059 10.9262067797276 10.9283486827855
north 43789 124.687514563138 124.690373286179 124.690264394498 124.693124278852 10.9318880119059 10.9340298969502 10.9283486827855 10.9304914722982
north 44090 124.681907590989 124.684765864543 124.684655127227 124.687514563138 10.9332857766351 10.9354258607879 10.9297470163809 10.9318880119059
north 44091 124.684765864543 124.687623422106 124.687514563138 124.690373286179 10.9354258607879 10.9375668377417 10.9318880119059 10.9340298969502
north 44392 124.679161196744 124.682018303672 124.681907590989 124.684765864543 10.9368230555277 10.938962224251 10.9332857766351 10.9354258607879
north 44393 124.682018303672 124.684874691312 124.684765864543 124.687623422106 10.938962224251 10.9411022892759 10.9354258607879 10.9375668377417
north 44694 124.676415950014 124.679271885767 124.679161196744 124.682018303672 10.9403588477511 10.9424970967662 10.9368230555277 10.938962224251
north 44695 124.679271885767 124.682127098754 124.682018303672 124.684874691312 10.9424970967662 10.9446362458053 10.938962224251 10.9411022892759
north 44996 124.673671856609 124.676526616351 124.676415950014 124.679271885767 10.9438931476489 10.9460304724533 10.9403588477511 10.9424970967662
north 45297 124.668074610349 124.67092892263 124.67081636722 124.673671856609 10.9452904583771 10.9474259492123 10.9417567238456 10.9438931476489
north 45298 124.67092892263 124.673782501238 124.673671856609 124.676526616351 10.9474259492123 10.9495623450763 10.9438931476489 10.9460304724533
north 45296 124.665219561108 124.668074610349 124.667960145077 124.67081636722 10.9431558693138 10.9452904583771 10.9396211979334 10.9417567238456
north 45297 124.668074610349 124.67092892263 124.67081636722 124.673671856609 10.9452904583771 10.9474259492123 10.9417567238456 10.9438931476489
north 45598 124.66248015322 124.665334024526 124.665219561108 124.668074610349 10.9466890465943 10.9488226933964 10.9431558693138 10.9452904583771
north 45599 124.665334024526 124.668187154473 124.668074610349 124.67092892263 10.9488226933964 10.9509572460761 10.9452904583771 10.9474259492123
north 45597 124.659625537206 124.66248015322 124.662363771737 124.665219561108 10.9445563021203 10.9466890465943 10.9410221786237 10.9431558693138
north 45598 124.66248015322 124.665334024526 124.665219561108 124.668074610349 10.9466890465943 10.9488226933964 10.9431558693138 10.9452904583771
north 45900 124.659741928693 124.66259461674 124.66248015322 124.665334024526 10.9502207235256 10.9523534224144 10.9466890465943 10.9488226933964
north 45899 124.65688849116 124.659741928693 124.659625537206 124.66248015322 10.9480889311447 10.9502207235256 10.9445563021203 10.9466890465943
north 45898 124.654034300735 124.65688849116 124.656770173256 124.659625537206 10.9459580414254 10.9480889311447 10.9424244562833 10.9445563021203
north 46200 124.651299629792 124.654152641481 124.654034300735 124.65688849116 10.9494901320837 10.9516200593367 10.9459580414254 10.9480889311447
north 46201 124.654152641481 124.657004895116 124.65688849116 124.659741928693 10.9516200593367 10.9537508935008 10.9480889311447 10.9502207235256
south 24126 124.771207144251 124.774167658397 124.773979933757 124.776942060508 10.6267267632329 10.6288890506249 10.6230576085585 10.6252204961143
south 24127 124.774167658397 124.777127701029 124.776942060508 124.779903718615 10.6288890506249 10.631052572992 10.6252204961143 10.6273846351031
south 24428 124.768435083161 124.771394005488 124.771207144251 124.774167658397 10.6303938907733 10.6325555743061 10.6267267632329 10.6288890506249
south 24429 124.771394005488 124.774352453507 124.774167658397 124.777127701029 10.6325555743061 10.6347184767734 10.6288890506249 10.631052572992
south 24125 124.768246171673 124.771207144251 124.77101735178 124.773979933757 10.624565708509 10.6267267632329 10.6208959700639 10.6230576085585
south 24126 124.771207144251 124.774167658397 124.773979933757 124.776942060508 10.6267267632329 10.6288890506249 10.6230576085585 10.6252204961143
south 24427 124.765475699279 124.768435083161 124.768246171673 124.771207144251 10.6282334239246 10.6303938907733 10.624565708509 10.6267267632329
south 23821 124.765090875519 124.768054327935 124.767859507705 124.770824583141 10.6165764294557 10.6187355779945 10.6129035330155 10.6150632277262
south 23822 124.768054327935 124.77101735178 124.770824583141 124.773789233977 10.6187355779945 10.6208959700639 10.6150632277262 10.6172241826145
south 24123 124.762322903277 124.765284753691 124.765090875519 124.768054327935 10.6202472865547 10.6224058838886 10.6165764294557 10.6187355779945
south 24124 124.765284753691 124.768246171673 124.768054327935 124.77101735178 10.6224058838886 10.624565708509 10.6187355779945 10.6208959700639
south 24426 124.762515866546 124.765475699279 124.765284753691 124.768246171673 10.6260741712591 10.6282334239246 10.6224058838886 10.624565708509
south 24427 124.765475699279 124.768435083161 124.768246171673 124.771207144251 10.6282334239246 10.6303938907733 10.624565708509 10.6267267632329
south 23821 124.765090875519 124.768054327935 124.767859507705 124.770824583141 10.6165764294557 10.6187355779945 10.6129035330155 10.6150632277262
south 23822 124.768054327935 124.77101735178 124.770824583141 124.773789233977 10.6187355779945 10.6208959700639 10.6150632277262 10.6172241826145
south 23518 124.76489402122 124.767859507705 124.767661666389 124.770628793005 10.6107450952419 10.6129035330155 10.6070696090837 10.6092285708902
south 23519 124.767859507705 124.770824583141 124.770628793005 124.773595512997 10.6129035330155 10.6150632277262 10.6092285708902 10.6113888065921
south 23820 124.762127007759 124.765090875519 124.76489402122 124.767859507705 10.6144185212995 10.6165764294557 10.6107450952419 10.6129035330155
south 23821 124.765090875519 124.768054327935 124.767859507705 124.770824583141 10.6165764294557 10.6187355779945 10.6129035330155 10.6150632277262
south 23214 124.76172624838 124.764694146946 124.764491208618 124.767460759116 10.6027554924935 10.6049119175701 10.5990769345054 10.6012338434746
south 23215 124.764694146946 124.767661666389 124.767460759116 124.770429935714 10.6049119175701 10.6070696090837 10.6012338434746 10.6033920360108
south 23516 124.758961868905 124.761928137159 124.76172624838 124.764694146946 10.6064319762802 10.608587910911 10.6027554924935 10.6049119175701
south 23517 124.761928137159 124.76489402122 124.764694146946 124.767661666389 10.608587910911 10.6107450952419 10.6049119175701 10.6070696090837
south 22911 124.761521298141 124.764491208618 124.764285161998 124.767256740812 10.5969213048705 10.5990769345054 10.5932401858883 10.5953962752641
south 22912 124.764491208618 124.767460759116 124.767256740812 124.770227965364 10.5990769345054 10.6012338434746 10.5953962752641 10.5975536613664
south 23213 124.758757984295 124.76172624838 124.761521298141 124.764491208618 10.6006003297502 10.6027554924935 10.5969213048705 10.5990769345054
south 23214 124.76172624838 124.764694146946 124.764491208618 124.767460759116 10.6027554924935 10.6049119175701 10.5990769345054 10.6012338434746
south 22608 124.761313243047 124.764285161998 124.764075962776 124.76704956628 10.5910853886147 10.5932401858883 10.587401713364 10.5895569453609
south 22609 124.764285161998 124.767256740812 124.76704956628 124.770022835875 10.5932401858883 10.5953962752641 10.5895569453609 10.591713487095
south 22910 124.758551041495 124.761521298141 124.761313243047 124.764285161998 10.5947669500908 10.5969213048705 10.5910853886147 10.5932401858883
south 22911 124.761521298141 124.764491208618 124.764285161998 124.767256740812 10.5969213048705 10.5990769345054 10.5932401858883 10.5953962752641
south 22305 124.761102039675 124.764075962776 124.76386356665 124.766839190288 10.5852477860744 10.587401713364 10.5815615604096 10.5837158965364
south 22306 124.764075962776 124.76704956628 124.766839190288 124.769814501086 10.587401713364 10.5895569453609 10.5837158965364 10.5858715552278
south 22607 124.758340997959 124.761313243047 124.761102039675 124.764075962776 10.5889318785747 10.5910853886147 10.5852477860744 10.587401713364
south 22608 124.761313243047 124.764285161998 124.764075962776 124.76704956628 10.5910853886147 10.5932401858883 10.587401713364 10.5895569453609
south 22002 124.760887644656 124.76386356665 124.763647929417 124.766625567653 10.579408541397 10.5815615604096 10.5757197723559 10.5778731734514
south 21396 124.760449106998 124.763429007062 124.76320675586 124.766188402557 10.5677253113282 10.5698763964071 10.5640314816537 10.5661828927154
south 21397 124.763429007062 124.766408653341 124.766188402557 124.769169803921 10.5698763964071 10.5720288226776 10.5661828927154 10.5683356633523
south 21698 124.757691838155 124.760670014761 124.760449106998 124.763429007062 10.571416951912 10.5735677005485 10.5677253113282 10.5698763964071
south 21699 124.760670014761 124.763647929417 124.763429007062 124.766408653341 10.5735677005485 10.5757197723559 10.5698763964071 10.5720288226776
south 21093 124.760224878702 124.76320675586 124.762981132469 124.76596477085 10.5618814233792 10.5640314816537 10.5581850790819 10.5603354340063
south 21094 124.76320675586 124.766188402557 124.76596477085 124.768948187816 10.5640314816537 10.5661828927154 10.5603354340063 10.562487160225
south 21395 124.757468967734 124.760449106998 124.760224878702 124.76320675586 10.5655755608826 10.5677253113282 10.5618814233792 10.5640314816537
south 21396 124.760449106998 124.763429007062 124.76320675586 124.766188402557 10.5677253113282 10.5698763964071 10.5640314816537 10.5661828927154
south 20790 124.759997287633 124.762981132469 124.762752094036 124.765737714214 10.5560360881944 10.5581850790819 10.5523372415768 10.5544864989402
south 20791 124.762981132469 124.76596477085 124.765737714214 124.768723137591 10.5581850790819 10.5603354340063 10.5544864989402 10.5566371389421
south 21092 124.757242785764 124.760224878702 124.759997287633 124.762981132469 10.5597327108819 10.5618814233792 10.5560360881944 10.5581850790819
south 21093 124.760224878702 124.76320675586 124.762981132469 124.76596477085 10.5618814233792 10.5640314816537 10.5581850790819 10.5603354340063
south 20487 124.759766292083 124.762752094036 124.762519598303 124.765507189199 10.5501893591155 10.5523372415768 10.5464880239202 10.5486361418562
south 20488 124.762752094036 124.765737714214 124.765507189199 124.768494608594 10.5523372415768 10.5544864989402 10.5486361418562 10.5507856533603
south 20789 124.757013251098 124.759997287633 124.759766292083 124.762752094036 10.5538884538717 10.5560360881944 10.5501893591155 10.5523372415768
south 20790 124.759997287633 124.762981132469 124.762752094036 124.765737714214 10.5560360881944 10.5581850790819 10.5523372415768 10.5544864989402
south 20184 124.759531850969 124.762519598303 124.762283603711 124.765273153017 10.5443412913276 10.5464880239202 10.5406374827816 10.542784419038
south 20185 124.762519598303 124.765507189199 124.765273153017 124.768262556791 10.5464880239202 10.5486361418562 10.542784419038 10.5449327593369
south 20486 124.756780323158 124.759766292083 124.759531850969 124.762519598303 10.5480428436129 10.5501893591155 10.5443412913276 10.5464880239202
south 20487 124.759766292083 124.762752094036 124.762519598303 124.765507189199 10.5501893591155 10.5523372415768 10.5464880239202 10.5486361418562
south 19881 124.759293923948 124.762283603711 124.762044069512 124.765035563658 10.5384919418471 10.5406374827816 10.5347856767032 10.5369313887021
south 19882 124.762283603711 124.765273153017 124.765035563658 124.768026938893 10.5406374827816 10.542784419038 10.5369313887021 10.5390785147219
south 20183 124.756543962027 124.759531850969 124.759293923948 124.762283603711 10.5421959356563 10.5443412913276 10.5384919418471 10.5406374827816
south 20184 124.759531850969 124.762519598303 124.762283603711 124.765273153017 10.5443412913276 10.5464880239202 10.5406374827816 10.542784419038
camotes_nw 46400 124.353620859354 124.356546992626 124.356281167731 124.359207487914 10.7394392149016 10.7415124383952 10.735814846331 10.7378887404039
camotes_sw 36122 124.415045057854 124.417984127214 124.417719401722 124.42065886946 10.5951203649465 10.5972058534827 10.5914783710652 10.5935640224423
camotes_se 33772 124.630283620246 124.633210196179 124.633010803865 124.635938445216 10.7047897100869 10.7069156889096 10.7011638799486 10.7032904387312
camotes_ne 43139 124.560627877588 124.563521988247 124.56333217536 124.566227169715 10.8270968086 10.8292038720813 10.8235126079054 10.8256205491118
cuatro_islas_nw 24985 124.623639088889 124.626604961511 124.626344228447 124.629311279905 10.5374389550843 10.5395492381739 10.5337626573184 10.5358729431371
cuatro_islas_se 20161 124.690801687403 124.6937894008 124.693515422016 124.696504641803 10.4953275394519 10.497445017628 10.4916235420992 10.4937408722939
cuatro_islas_ne 24393 124.66466835436 124.667636386126 124.667388574717 124.670357941472 10.5554710541263 10.5575929829406 10.5517921468401 10.5539141842053
